Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,success_level
Dragon's Lair 3D: Return to the Lair,XB,2002.0,Platform,Ubisoft,0.04,0.01,0.0,0.0,0.05,69.0,,7.7,,Unknown,Unknown,0
Rhapsody: A Musical Adventure,DS,2008.0,Role-Playing,Nippon Ichi Software,0.05,0.0,0.0,0.0,0.05,67.0,24.0,6.8,12.0,Nippon Ichi Software,E,0
Growlanser: Heritage of War (jp sales),PS2,2006.0,Role-Playing,Rising Star Games,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
Myst IV: Revelation,XB,2005.0,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.05,75.0,17.0,7.6,,Ubisoft Montreal,T,0
Sled Shred featuring the Jamaican Bobsled Team,Wii,2010.0,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,75.0,,7.4,,Just For Fun,E,0
Pachinko Wars II,SNES,1993.0,Misc,Coconuts Japan,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
Jake Power: Policeman,DS,2008.0,Adventure,Ubisoft,0.05,0.0,0.0,0.0,0.05,66.0,,7.6,,Ubisoft,E,0
The Nightmare of Druaga: Fushigino Dungeon,PS2,2004.0,Role-Playing,Arika,0.03,0.02,0.0,0.01,0.05,74.0,,7.8,,Unknown,Unknown,0
Dead Island Definitive Collection,XOne,2016.0,Action,Deep Silver,0.02,0.03,0.0,0.0,0.05,67.0,10.0,4.9,18.0,Techland,M,0
PAC-MAN and the Ghostly Adventures,WiiU,2013.0,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05,58.0,9.0,6.5,16.0,"Namco Bandai Games, Monkey Bar Games",E10+,0
Animal Planet: Vet Collection,DS,2010.0,Simulation,Activision,0.05,0.0,0.0,0.0,0.05,70.0,,7.5,,Activision,E,0
Lernerfolg Vorschule: Capt'n Sharky,DS,2009.0,Misc,Tivola,0.0,0.04,0.0,0.01,0.05,69.0,,7.1,,Unknown,Unknown,0
Virtua Striker 2002,GC,2002.0,Sports,Sega,0.01,0.0,0.03,0.0,0.05,58.0,20.0,6.0,5.0,Amusement Vision,E,0
WRC 5: FIA World Rally Championship,PS4,2015.0,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.05,75.0,,7.4,,Unknown,Unknown,0
UEFA Champions League 2006-2007,X360,2007.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,72.0,27.0,8.2,10.0,EA Canada,E,0
Fate/Unlimited Codes Portable,PSP,2009.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05,72.0,,7.6,,Unknown,Unknown,0
Centipede: Infestation,Wii,2011.0,Shooter,Atari,0.05,0.0,0.0,0.0,0.05,73.0,,7.4,,WayForward,E10+,0
F1 2015,PC,2015.0,Racing,Codemasters,0.0,0.05,0.0,0.0,0.05,61.0,13.0,3.6,63.0,Codemasters,E,0
Game no Kanzume Vol 2,SCD,1994.0,Misc,Sega,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
Luminous Arc Infinity,PSV,2015.0,Action,Marvel Entertainment,0.0,0.0,0.05,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
Disney's PK: Out of the Shadows,GC,2002.0,Platform,Ubisoft,0.04,0.01,0.0,0.0,0.05,46.0,10.0,7.7,,Ubisoft,E,0
Aliens in the Attic,DS,2009.0,Action,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05,58.0,7.0,6.0,5.0,Engine Software,E10+,0
JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
The Idolmaster 2,X360,2011.0,Simulation,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,70.0,,7.5,,Unknown,Unknown,0
Hunted: The Demon's Forge,PC,2011.0,Action,Bethesda Softworks,0.03,0.01,0.0,0.0,0.05,61.0,21.0,6.6,127.0,InXile Entertainment,M,0
Powerdrome,PS2,2004.0,Racing,Evolved Games,0.03,0.02,0.0,0.01,0.05,54.0,4.0,7.4,,Argonaut Games,T,0
Dreamer Series: Puppy Trainer,DS,2008.0,Simulation,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05,70.0,,7.5,,Dreamcatcher,E,0
SingStar Mallorca Party,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.01,0.05,69.0,,7.1,,Unknown,Unknown,0
Pro Yakyuu Spirits 5 Kanzenban,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,75.0,,7.4,,Unknown,Unknown,0
Shin Sangoku Musou 5 Special,PSP,2009.0,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
Major Minor's Majestic March,Wii,2009.0,Misc,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,46.0,16.0,7.1,,NanaOn-Sha,E,0
Pony Friends: Mini Breeds Edition,DS,2008.0,Simulation,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,70.0,,7.5,,"Eidos Interactive, Tantalus Interactive",E,0
Otogi 2: Immortal Warriors,XB,2003.0,Action,Sega,0.04,0.01,0.0,0.0,0.05,79.0,43.0,8.3,12.0,From Software,T,0
Legend of Kay,PS2,2005.0,Action,JoWood Productions,0.03,0.02,0.0,0.01,0.05,72.0,30.0,7.3,18.0,Neon Studios,E10+,0
Walt Disney Pictures Presents Enchanted,DS,2007.0,Platform,Disney Interactive Studios,0.04,0.01,0.0,0.0,0.05,69.0,,7.7,,Unknown,Unknown,0
Lucha Libre AAA: Heroes del Ring,X360,2010.0,Fighting,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,49.0,11.0,6.3,12.0,Immersion Software & Graphics,T,0
Piglet's Big Game,GC,2003.0,Platform,Gotham Games,0.04,0.01,0.0,0.0,0.05,70.0,4.0,8.0,5.0,Doki Denki,E,0
Tom Clancy's HAWX 2,PC,2010.0,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05,66.0,12.0,3.8,47.0,Ubisoft,T,0
Myth Makers: Orbs of Doom,Wii,2007.0,Puzzle,Popcorn Arcade,0.05,0.0,0.0,0.0,0.05,70.0,,1.1,8.0,Data Design Interactive,E,0
Fallout: Brotherhood of Steel,XB,2004.0,Role-Playing,Avalon Interactive,0.04,0.01,0.0,0.0,0.05,66.0,33.0,5.5,23.0,Interplay,M,0
Koi to Senkyo to Chocolate Portable,PSP,2012.0,Adventure,Kadokawa Shoten,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
IndyCar Series,XB,2003.0,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,71.0,8.0,7.8,5.0,Codemasters,E,0
Strawberry Shortcake: Strawberryland Games,DS,2006.0,Action,Game Factory,0.05,0.0,0.0,0.0,0.05,68.0,,7.4,,Gorilla Systems,E,0
Ultra Bust-A-Move,XB,2004.0,Puzzle,505 Games,0.04,0.01,0.0,0.0,0.05,74.0,12.0,7.5,,Taito Corporation,E,0
Rally Fusion: Race of Champions,XB,2002.0,Racing,Activision,0.04,0.01,0.0,0.0,0.05,69.0,16.0,7.4,,Climax Group,E,0
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016.0,Action,Activision,0.01,0.03,0.0,0.01,0.05,68.0,,3.4,14.0,PlatinumGames,T,0
Sherlock Holmes: Crimes & Punishments,X360,2014.0,Adventure,Focus Home Interactive,0.03,0.02,0.0,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Piglet's Big Game,GBA,2003.0,Platform,THQ,0.04,0.01,0.0,0.0,0.05,69.0,,7.7,,Unknown,Unknown,0
Killing Floor 2 ,PS4,2016.0,Shooter,Tripwire Interactive,0.03,0.01,0.0,0.01,0.05,76.0,39.0,8.0,57.0,Tripwire Interactive,M,0
Pinball Hall of Fame: The Gottlieb Collection,GC,2005.0,Misc,Crave Entertainment,0.04,0.01,0.0,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
Ferrari F355 Challenge,PS2,2002.0,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,70.0,14.0,4.4,5.0,Sega AM2,E,0
Adventure Time: Finn & Jake Investigations,WiiU,2015.0,Action,Little Orbit,0.03,0.02,0.0,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
Mr Bean's Wacky World of Wii,Wii,2009.0,Adventure,Blast! Entertainment Ltd,0.0,0.05,0.0,0.0,0.05,66.0,,7.6,,Blast! Entertainment Ltd,E,0
Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998.0,Action,Swing! Entertainment,0.03,0.02,0.0,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
My Horse & Me: Riding for Gold,Wii,2008.0,Sports,Atari,0.04,0.01,0.0,0.0,0.05,75.0,,7.4,,Unknown,Unknown,0
Mortal Kombat X,PC,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05,76.0,10.0,5.1,475.0,High Voltage Software,M,0
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010.0,Fighting,Hudson Soft,0.0,0.0,0.05,0.0,0.05,72.0,,7.6,,Unknown,Unknown,0
Cities in Motion,PC,2011.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,70.0,20.0,7.7,105.0,Colossal Order,E,0
Shifters,PS2,2002.0,Adventure,3DO,0.03,0.02,0.0,0.01,0.05,37.0,12.0,5.9,8.0,3DO,T,0
Samantha Swift and the Hidden Roses of Athena,DS,2010.0,Adventure,Unknown,0.04,0.01,0.0,0.0,0.05,66.0,,7.6,,Navarre Corp,E,0
RPG Tsukuru DS,DS,2010.0,Role-Playing,Enterbrain,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
To Heart 2: Dungeon Travelers,PSV,2015.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Bladestorm: Nightmare,XOne,2015.0,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,48.0,6.0,7.1,8.0,Omega Force,T,0
TNA iMPACT: Cross the Line,PSP,2010.0,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,50.0,6.0,6.5,4.0,Point of View,T,0
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008.0,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
Kamen Rider: Dragon Knight,DS,2009.0,Fighting,D3Publisher,0.05,0.0,0.0,0.0,0.05,72.0,,7.6,,Natsume,T,0
The BIGS 2,DS,2009.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05,75.0,,7.4,,Blue Castle Games,E,0
Sacred 3,X360,2014.0,Role-Playing,Deep Silver,0.03,0.02,0.0,0.0,0.05,51.0,11.0,4.1,42.0,Deep Silver,M,0
Captain America: Super Soldier,DS,2008.0,Action,Sega,0.05,0.0,0.0,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
Venetica,PC,2009.0,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,61.0,17.0,6.8,51.0,Deck 13,T,0
Operation Flashpoint: Dragon Rising,PC,2009.0,Shooter,Codemasters,0.02,0.03,0.0,0.01,0.05,76.0,29.0,4.9,539.0,Codemasters,M,0
Princess on Ice,DS,2008.0,Sports,505 Games,0.04,0.01,0.0,0.0,0.05,75.0,,7.4,,Arc System Works,E,0
Lagoon,SNES,1991.0,Role-Playing,Kemco,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
Sesame Street: Cookie's Counting Carnival,PC,2010.0,Misc,Warner Bros. Interactive Entertainment,0.05,0.0,0.0,0.0,0.05,69.0,,7.1,,Black Lantern Studios,EC,0
Jewel Legends: Tree of Life,DS,2011.0,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.05,70.0,,7.5,,Rising Star Games,E,0
Wasteland 2,XOne,2015.0,Role-Playing,Deep Silver,0.04,0.01,0.0,0.01,0.05,77.0,13.0,7.1,56.0,InXile Entertainment,M,0
DoDonPachi Resurrection,X360,2010.0,Shooter,Rising Star Games,0.0,0.04,0.0,0.01,0.05,77.0,10.0,8.6,16.0,Cave,Unknown,0
Trick x Logic: Season 1,PSP,2010.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Mawashite Tsunageru Touch Panic,DS,2006.0,Puzzle,Nintendo,0.0,0.0,0.05,0.0,0.05,70.0,,7.5,,Unknown,Unknown,0
MorphX,X360,2010.0,Shooter,505 Games,0.05,0.0,0.0,0.0,0.05,33.0,4.0,6.6,15.0,"Buka Entertainment, Targem Games",M,0
Monster! Bass Fishing,GBA,2003.0,Sports,Ignition Entertainment,0.04,0.01,0.0,0.0,0.05,75.0,,7.4,,Unknown,Unknown,0
Sigma Star Saga,GBA,2005.0,Role-Playing,Atari,0.04,0.01,0.0,0.0,0.05,68.0,34.0,8.2,6.0,WayForward,E10+,0
Winning Post 7 2010,PSP,2010.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,75.0,,7.4,,Unknown,Unknown,0
Imagine Animal Doctor Care Center,DS,2010.0,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05,70.0,,7.5,,Ubisoft,E,0
Air Traffic Chaos,DS,2007.0,Simulation,Ertain,0.05,0.0,0.0,0.0,0.05,66.0,8.0,7.5,,Sonic Powered,E,0
Batman: Gotham City Racer,PS,2001.0,Racing,Ubisoft,0.03,0.02,0.0,0.0,0.05,69.0,,7.4,,Unknown,Unknown,0
Game of Thrones (Telltale),PS4,2015.0,Adventure,Telltale Games,0.04,0.0,0.0,0.01,0.05,66.0,,7.6,,Unknown,Unknown,0
Sengoku Basara X,PS2,2008.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05,72.0,,7.6,,Unknown,Unknown,0
Legend of Kay,WiiU,2015.0,Action,Nordic Games,0.03,0.02,0.0,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
Imagine: Party Planner,DS,2009.0,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05,70.0,,7.5,,Ubisoft Porto Alegre,E,0
Doraemon: Nobita no Kyouryuu 2006 DS,DS,2006.0,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
Ontamarama,DS,2007.0,Action,Atlus,0.05,0.0,0.0,0.0,0.05,71.0,9.0,7.4,,Noise Factory,E,0
DokiDoki Majo Shinpan!,DS,2007.0,Adventure,SNK Playmore,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Starry ? Sky: In Spring,PSP,2010.0,Misc,Asgard,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
FIFA Soccer 2004,GBA,2003.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,82.0,4.0,7.9,9.0,Exient Entertainment,E,0
Armored Core: Formula Front Extreme Battle,PSP,2004.0,Simulation,505 Games,0.05,0.0,0.0,0.0,0.05,70.0,,7.5,,Unknown,Unknown,0
Downforce,PS2,2002.0,Racing,Avalon Interactive,0.03,0.02,0.0,0.01,0.05,69.0,18.0,7.4,,SmartDog,E,0
Little Busters! Converted Edition,PS2,2009.0,Adventure,Prototype,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Pet Pals: New Leash on Life,DS,2010.0,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05,70.0,,7.5,,Legacy Interactive,E,0
Disney's Party,GC,2002.0,Misc,Electronic Arts,0.04,0.01,0.0,0.0,0.05,39.0,6.0,7.8,5.0,Neverland,E,0
The Bureau: XCOM Declassified,PC,2013.0,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.0,0.05,66.0,45.0,6.5,621.0,2K Marin,M,0
Hysteria Hospital: Emergency Ward,Wii,2009.0,Action,Oxygen Interactive,0.05,0.0,0.0,0.0,0.05,53.0,10.0,7.4,,Gameinvest,E,0
Nanostray 2,DS,2008.0,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05,75.0,23.0,7.8,8.0,Shin'en,E,0
Tennis no Oji-Sama: 2005 Crystal Drive,DS,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,75.0,,7.4,,Unknown,Unknown,0
Dokapon Journey,DS,2008.0,Role-Playing,Sting,0.05,0.0,0.0,0.0,0.05,60.0,16.0,7.0,8.0,Suzak,E10+,0
Summon Night X: Tears Crown,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
Pawly Pets: My Vet Practice,DS,2007.0,Strategy,Ubisoft,0.0,0.05,0.0,0.0,0.05,73.0,,7.8,,Unknown,Unknown,0
Metal Slug Anthology,PSP,2007.0,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05,78.0,26.0,7.4,25.0,Terminal Reality,T,0
Back to the Future: The Game,Wii,2011.0,Adventure,Telltale Games,0.05,0.0,0.0,0.0,0.05,66.0,7.0,4.1,9.0,Iron Galaxy Studios,T,0
Taiho Shichauzo!,PS,2001.0,Adventure,Pioneer LDC,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Phantom Crash,XB,2002.0,Simulation,Phantagram,0.03,0.01,0.01,0.0,0.05,74.0,23.0,8.3,14.0,Genki,T,0
Yanya Caballista: City Skater,PS2,2001.0,Sports,Tecmo Koei,0.02,0.02,0.0,0.01,0.05,58.0,13.0,6.3,7.0,Cave,E,0
Expendable,PS,1999.0,Action,Infogrames,0.03,0.02,0.0,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,2005.0,Adventure,Activision,0.05,0.0,0.0,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
The Idolmaster: Gravure For You! Vol. 2,PS3,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
Arthur! Ready to Race,PS,2000.0,Racing,The Learning Company,0.03,0.02,0.0,0.0,0.05,69.0,,7.4,,Unknown,Unknown,0
Thunder Force V: Perfect System,PS,1998.0,Shooter,TechnoSoft,0.03,0.02,0.0,0.0,0.05,73.0,,7.4,,Unknown,Unknown,0
The Typing of the Dead,DC,2000.0,Shooter,Sega,0.0,0.0,0.05,0.0,0.05,83.0,12.0,7.8,12.0,Smilebit,M,0
Utawarerumono: Futari no Hakuoro,PS4,2016.0,Misc,Aqua Plus,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
Sam & Max: Beyond Time and Space,Wii,2010.0,Adventure,Atari,0.05,0.0,0.0,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
The Idolm@ster: Dearly Stars,DS,2009.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015.0,Action,Aksys Games,0.01,0.0,0.04,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
Over the Hedge: Hammy Goes Nuts!,PSP,2006.0,Platform,Activision,0.05,0.0,0.0,0.0,0.05,58.0,7.0,7.7,,Amaze Entertainment,E,0
R.B.I. Baseball 2016,XOne,2016.0,Sports,MLB.com,0.05,0.0,0.0,0.01,0.05,75.0,,7.4,,Unknown,Unknown,0
Bakemonogatari Portable,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
Jenga World Tour,Wii,2007.0,Misc,Atari,0.05,0.0,0.0,0.0,0.05,26.0,14.0,2.8,11.0,Atomic Planet Entertainment,E,0
Prism: Light the Way,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,73.0,21.0,7.5,,Game Sauce,E,0
Tenchu: Dark Secret,DS,2006.0,Action,From Software,0.03,0.0,0.01,0.0,0.05,37.0,10.0,5.1,7.0,From Software,T,0
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006.0,Misc,Nintendo,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
Shrek Super Party,GC,2003.0,Misc,TDK Mediactive,0.04,0.01,0.0,0.0,0.05,40.0,6.0,7.3,7.0,Mass Media,E,0
Monster 4x4: Masters of Metal,GC,2003.0,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05,49.0,11.0,7.4,,Ubisoft,E,0
Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998.0,Racing,Jaleco,0.0,0.0,0.05,0.0,0.05,69.0,,7.4,,Unknown,Unknown,0
Imagine: Artist,DS,2009.0,Misc,Ubisoft,0.05,0.0,0.0,0.0,0.05,69.0,,7.1,,Ubisoft,E,0
Top Spin 2,DS,2006.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05,51.0,8.0,7.4,,Indie Built,E,0
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
NHL Blades of Steel '99,N64,1999.0,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,75.0,,7.4,,Unknown,Unknown,0
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015.0,Action,Alchemist,0.0,0.0,0.05,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
Super Heroine Chronicle,PSV,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
Second Sight,GC,2004.0,Adventure,Codemasters,0.04,0.01,0.0,0.0,0.05,77.0,34.0,8.5,13.0,Free Radical Design,T,0
Philosoma,PS,1995.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.05,73.0,,7.4,,Unknown,Unknown,0
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,1995.0,Misc,Sega,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
Puyo Pop,GBA,2001.0,Puzzle,Sega,0.04,0.01,0.0,0.0,0.05,84.0,14.0,7.5,,Sonic Team,E,0
Marriage Royale: Prism Story,PSP,2010.0,Adventure,ASCII Media Works,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Kamiwaza,PS2,2006.0,Action,Acquire,0.0,0.0,0.05,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013.0,Shooter,Activision,0.0,0.05,0.0,0.0,0.05,73.0,,6.2,18.0,Behaviour Interactive,E10+,0
Arcana Heart 3,X360,2011.0,Fighting,PQube,0.0,0.02,0.02,0.0,0.05,68.0,13.0,7.6,,Examu,T,0
Rave Master,GC,2002.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,60.0,15.0,6.3,4.0,Konami,T,0
Bejeweled Twist,PC,2008.0,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05,78.0,12.0,7.3,11.0,PopCap,E,0
Kinnikuman Muscle Grand Prix Max,PS2,2006.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,72.0,,7.6,,Unknown,Unknown,0
Suzuki Super-Bikes II: Riding Challenge,DS,2008.0,Racing,Valcon Games,0.05,0.0,0.0,0.0,0.05,69.0,,7.4,,Kuju Entertainment,E,0
GRID,DS,2008.0,Racing,Codemasters,0.04,0.0,0.0,0.0,0.05,79.0,19.0,8.1,15.0,Firebrand Games,E,0
Steins;Gate 0,PS4,2015.0,Adventure,PQube,0.0,0.0,0.05,0.0,0.05,81.0,17.0,8.3,29.0,5pb,M,0
Ivy the Kiwi?,DS,2010.0,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05,69.0,20.0,6.3,4.0,Prope,E,0
Jim Henson's Muppets in Spy Muppets: License to Croak,GBA,2003.0,Action,TDK Mediactive,0.04,0.01,0.0,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
Medal of Honor: European Assault (weekly JP sales),PS2,2005.0,Shooter,Electronic Arts,0.0,0.0,0.05,0.0,0.05,73.0,,7.4,,Unknown,Unknown,0
Hail to the Chimp,PS3,2008.0,Misc,Gamecock,0.05,0.0,0.0,0.0,0.05,51.0,19.0,4.5,4.0,Wideload Games Inc.,T,0
Alias,XB,2004.0,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,64.0,37.0,6.0,4.0,Acclaim Studios Cheltenham,T,0
Super Robot Taisen Neo,Wii,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,73.0,,7.8,,Unknown,Unknown,0
ESPN International Winter Sports 2002,GC,2002.0,Sports,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,62.0,6.0,7.4,,KCEO,E,0
Dual Heroes,N64,1997.0,Fighting,Hudson Soft,0.04,0.01,0.0,0.0,0.05,72.0,,7.6,,Unknown,Unknown,0
Fighter Destiny 2,N64,1999.0,Fighting,Imagineer,0.04,0.01,0.0,0.0,0.05,72.0,,7.6,,Unknown,Unknown,0
Hercules: The Legendary Journeys,N64,2000.0,Role-Playing,Titus,0.04,0.01,0.0,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
Chameleon Twist 2,N64,1998.0,Platform,Infogrames,0.04,0.01,0.0,0.0,0.05,69.0,,7.7,,Unknown,Unknown,0
OutRun 2006: Coast 2 Coast,PS2,2006.0,Racing,Sega,0.02,0.01,0.01,0.0,0.05,81.0,42.0,8.8,17.0,Sumo Digital,E,0
Blues Brothers 2000,N64,2000.0,Platform,Virgin Interactive,0.04,0.01,0.0,0.0,0.05,69.0,,7.7,,Unknown,Unknown,0
Metal Max 2 Reloaded,DS,2011.0,Role-Playing,Unknown,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
Jewel Master: Cradle of Persia,DS,2012.0,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.05,70.0,,7.5,,Rising Star Games,E,0
All Star Tennis 99,N64,1999.0,Sports,Ubisoft,0.04,0.01,0.0,0.0,0.05,75.0,,7.4,,Unknown,Unknown,0
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,2007.0,Misc,Spike,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
Winning Post World,PS3,2009.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,75.0,,7.4,,Unknown,Unknown,0
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007.0,Misc,Irem Software Engineering,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
Arx Fatalis,XB,2003.0,Role-Playing,Mindscape,0.04,0.01,0.0,0.0,0.05,71.0,31.0,8.2,6.0,Arkane Studios,M,0
Mega Minis Volume 3,PSP,2011.0,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.01,0.05,69.0,,7.1,,Unknown,Unknown,0
Slam Dunk SD Heat Up!!,SNES,1995.0,Sports,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,75.0,,7.4,,Unknown,Unknown,0
